"","kdagur","nuvirdi","teg_eign","svfn","aldur","fjmib","lyfta","ummal","ibm2","fjhaed","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","stig10","bilskurm2","svalm2","geymm2","matssvaedi","undirmatssvaedi","ibteg"
"211",2263,10.1995841235889,"Ibudareign","Kop",12,"1","0",110,4.71402459090017,"1","1","1","1","1","2","2",10,0,664,-1.8,"350","0","2"
"212",2263,10.1425044530066,"Ibudareign","Kop",17,"1","1",60.2,4.37952350445576,"2","2","1","2","1","3","2",10,0,18,4.49980967033027,"340","0","2"
"213",2259,10.2516765928246,"Ibudareign","Rvk",21,"1","0",104,4.77322377098434,"1","1","1","1","1","3","1",10,0,73,1.7404661748405,"130","0","2"
"214",2260,10.0692138329804,"Ibudareign","Hfj",12,"1","1",186.8,4.63666885304746,"1","1","0","1","1","3","1",10,0,155,2.32238772029023,"630","0","2"
"215",2259,9.90728035077482,"Ibudareign","Rvk",44,"1","1",87.2,4.30406509320417,"1","1","1","1","1","2","1",10,25.9,580,1.56861591791385,"160","0","2"
"216",2259,9.68178046900788,"Ibudareign","Rvk",55,"1","0",51,4.16976120150686,"1","1","1","1","1","2","1",10,0,369,1.48160454092422,"91","0","2"
"217",2259,10.1842960560447,"Ibudareign","Mos",20,"1","0",73.1,4.704110133843,"1","1","0","1","1","4","1",10,0,26,2.33214389523559,"840","0","2"
"218",2277,10.591119552408,"Einbylishus","Rvk",32,"1","0",66.2,4.9351930989294,"1","1","1","1","1","3","2",10,42,1,-1.8,"120","0","1"
"219",2263,10.3732724078526,"Ibudareign","Rvk",8,"1","1",290.4,4.45434729625351,"1","0","1","1","1","2","1",10,0,23,1.91692261218206,"280","0","2"
"220",2258,9.751617603198,"Ibudareign","Rvk",61,"1","0",42.6,4.13356527537538,"1","1","1","1","1","1","1",10,0,1,-1.8,"11","0","2"
"221",2264,10.5283558923428,"Radhus","Kop",23,"1","0",42.5,5.06006017742378,"2","0","2","2","1","1","2",10,24,1,-1.8,"330","0","1"
"222",2264,10.1006977218238,"Ibudareign","Kop",20,"1","0",150.6,4.62005879848184,"1","1","0","1","1","2","1",10,0,20,2.70805020110221,"330","0","2"
"223",2263,10.0678572682719,"Ibudareign","Kop",15,"1","0",59.6,4.38452351487247,"1","0","1","1","1","2","1",10,0,128,1.7227665977411,"320","0","2"
"225",2257,9.60373289885008,"Ibudareign","Rvk",118,"1","0",44.3,3.87949981372259,"1","0","0","0","1","2","1",10,0,1,-1.8,"20","26","2"
"234",2259,10.0774408596596,"Ibudareign","Grb",12,"1","1",68.1,4.15418456257812,"1","1","0","1","1","1","1",10,0,632,2.90690105984738,"511","0","2"
"235",2257,10.7063407931841,"Radhus","Rvk",13,"1","0",48.3,5.09558899997642,"2","1","1","2","1","3","2",10,24.4,591,2.11625551480255,"180","0","1"
"236",2258,9.99255098927689,"Ibudareign","Rvk",15,"1","1",74.3,4.46590811865458,"1","1","0","1","1","2","1",9.6,0,610,1.97408102602201,"180","0","2"
"237",2257,9.9584491106101,"Ibudareign","Rvk",51,"1","0",57.7,4.46129981556839,"1","1","0","1","1","2","2",10,0,381,1.7404661748405,"90","17","2"
"238",2258,9.60143606611705,"Ibudareign","Sel",66,"1","0",49.2,3.91800507710569,"1","1","0","1","1","1","1",10,0,1,-1.8,"400","0","2"
"242",2256,10.1876885731513,"Ibudareign","Hfj",25,"1","1",72.6,4.8283137373023,"1","1","1","1","1","3","2",10,22.6,41,2.07944154167984,"620","0","2"
"243",2258,9.58121403531473,"Ibudareign","Kop",36,"1","0",103,4.15888308335967,"1","1","0","1","1","1","1",10,0,575,-1.8,"320","0","2"
"244",2257,9.93421072517897,"Ibudareign","Kop",14,"1","1",213.3,4.39937527300849,"1","1","0","1","1","2","1",10,0,52,1.93152141160321,"350","0","2"
"245",2270,9.60911649193355,"Ibudareign","Kop",40,"1","1",128.3,4.35799005684564,"1","1","0","1","1","2","1",10,0,130,-1.8,"320","62","2"
"246",2256,9.73329217554001,"Ibudareign","Rvk",25,"1","1",129.2,3.87328217711172,"1","0","1","1","1","1","1",10,0,189,-1.8,"20","0","2"
"247",2263,10.0810477922284,"Ibudareign","Rvk",55,"1","0",60,4.7990908786254,"1","1","1","1","1","2","2",10,0,662,2.07944154167984,"100","0","2"
"248",2256,9.84506363239841,"Ibudareign","Rvk",24,"1","0",80.3,4.33990170837321,"1","1","0","1","1","2","1",10,0,529,1.64865862558738,"130","0","2"
"249",2256,10.1505819780061,"Ibudareign","Rvk",68,"1","0",43.6,4.70592008908823,"1","1","0","1","1","3","1",10,0,224,1.68639895357023,"80","0","2"
"250",2258,9.76307539881938,"Ibudareign","Rvk",64,"1","0",42,4.20319896713418,"1","0","1","1","1","3","1",10,0,322,1.88706964903238,"100","0","2"
"251",2259,10.0656064020126,"Ibudareign","Rvk",24,"1","0",90.7,4.48525988931553,"1","0","1","1","1","2","1",10,0,1,-1.8,"130","0","2"
"252",2256,9.70454868991874,"Ibudareign","Hfj",50,"1","0",61.2,4.43675153436313,"1","1","1","1","1","2","1",10,0,60,2.15176220325946,"600","0","2"
"253",2257,10.407620832441,"Ibudareign","Grb",18,"1","0",55.6,4.79164975293071,"1","1","1","1","1","3","1",10,0,585,1.97408102602201,"520","0","2"
"254",2257,10.7767455145929,"Einbylishus","Grb",45,"1","0",50,4.9452074887738,"1","1","1","1","1","6","1",10,29.2,35,4.10923317471585,"500","0","1"
"255",2257,10.3940900606131,"Ibudareign","Grb",12,"1","1",63,4.79081953287472,"1","1","1","1","1","3","1",10,0,632,2.73436750941958,"511","0","2"
"256",2258,9.55746990307138,"Ibudareign","Hfj",49,"1","0",76.6,3.93963817246112,"1","1","0","1","1","1","1",10,0,1,2.12823170584927,"600","0","2"
"259",2260,10.3701418289567,"Radhus","Hfj",14,"1","0",50.3,5.10836678258959,"2","1","1","2","1","3","2",10,33.2,1,-1.8,"630","0","1"
"260",2256,10.1968285828396,"Ibudareign","Rvk",35,"1","0",77.9,4.66720557690754,"1","1","0","1","1","4","1",10,0,575,-1.8,"72","0","2"
"261",2257,9.7960136942309,"Ibudareign","Rvk",32,"1","1",105.1,4.4188406077966,"1","1","0","1","1","2","1",10,0,529,1.52605630349505,"220","0","2"
"262",2256,10.1362645528186,"Ibudareign","Hfj",16,"1","1",155.2,4.57367951889672,"1","1","0","1","1","3","1",10,0,591,2.01490302054226,"640","0","2"
"263",2256,10.6751454987146,"Einbylishus","Hfj",45,"1","0",57.9,4.96494033483413,"1","1","0","1","1","4","1",10,26.2,1,-1.8,"600","0","1"
"264",2256,9.83472679696534,"Ibudareign","Kop",22,"1","1",85.8,4.33467293829041,"1","1","0","1","1","1","1",10,0,529,-1.8,"330","0","2"
"265",2256,10.0021557243328,"Ibudareign","Kop",20,"1","0",53.2,4.47049528266149,"1","1","1","1","1","2","1",10,0,1,2.15176220325946,"330","0","2"
"266",2256,10.1544019007957,"Ibudareign","Kop",19,"1","1",91.4,4.59814557105113,"1","1","1","1","1","2","1",10,0,1,-1.8,"340","0","2"
"267",2265,9.97306025588809,"Ibudareign","Rvk",57,"1","0",46,4.57264699428253,"1","1","0","1","1","3","1",10,0,580,2.56494935746154,"100","0","2"
"268",2256,10.3858211049009,"Ibudareign","Rvk",58,"1","0",69,4.95159275346247,"2","1","1","1","1","4","1",10,20.7,694,2.12823170584927,"85","17","2"
"269",2256,11.0769753758493,"Parhus","Sel",28,"1","0",41.7,5.46298398810327,"3","1","0","2","1","6","2",10,29.5,1,-1.8,"400","0","1"
"270",2258,10.6722291000176,"Ibudareign","Rvk",72,"1","0",46.2,5.03889875936911,"2","1","0","1","1","3","2",10,31.8,564,1.02961941718116,"80","0","2"
"275",2272,10.1648128158904,"Ibudareign","Rvk",55,"1","0",57,4.76473475565943,"1","1","1","1","1","3","1",10,0,1,-1.8,"91","0","2"
"277",2256,10.2831219006098,"Ibudareign","Rvk",44,"1","1",105.1,5.0587903359833,"2","1","0","2","1","4","1",10,0,382,1.91692261218206,"283","0","2"
"278",2281,9.69640188059556,"Ibudareign","Rvk",83,"1","0",46,4.09767235231478,"1","1","0","1","1","2","1",10,0,1,2.67414864942653,"25","3","2"
"279",2256,10.0475878965099,"Ibudareign","Rvk",15,"1","1",74.3,4.70772677431318,"1","0","1","1","1","3","1",10,0,1,-1.8,"180","0","2"
"280",2253,9.71534911042061,"Ibudareign","Rvk",39,"1","1",115,4.33073334028633,"1","1","0","1","1","2","1",10,0,160,1.97408102602201,"170","0","2"
"281",2271,10.0631799912697,"Ibudareign","Rvk",25,"1","1",107.2,4.3502779363593,"1","0","1","1","1","2","1",10,0,1,-1.8,"281","0","2"
"282",2253,10.6924675035988,"Radhus","Rvk",13,"1","0",25.5,5.18794430906667,"2","1","1","2","1","3","1",10,29,632,-1.8,"130","0","1"
"283",2265,9.76852656710201,"Ibudareign","Rvk",48,"1","0",300.4,4.49312068217947,"1","1","0","1","1","3","1",10,0,683,2.3887627892351,"170","0","2"
"284",2253,10.6307462627248,"Radhus","Mos",39,"1","0",41.5,5.05688254526158,"2","1","0","2","1","4","1",10,28,619,4.63083793273667,"800","0","1"
"285",2253,10.4707313162069,"Radhus","Mos",19,"1","0",31.3,5.00729639283074,"2","1","0","2","1","4","2",10,25.1,1,-1.8,"840","0","1"
"286",2253,9.97989288373853,"Ibudareign","Mos",14,"1","0",110.3,4.49980967033027,"1","0","1","1","1","3","1",10,0,619,2.15176220325946,"840","0","2"
"288",2253,9.7932819852151,"Ibudareign","Rvk",58,"1","0",65,4.39691524716763,"1","0","1","1","1","2","1",10,0,1,-1.8,"281","40","2"
"289",2252,9.71105505199144,"Ibudareign","Rvk",88,"1","0",45.5,4.10098910494077,"1","0","1","1","1","2","1",10,0,1,-1.8,"11","0","2"
"290",2256,9.47108794568776,"Ibudareign","Rvk",61,"1","0",40.9,3.89182029811063,"1","0","1","1","1","3","1",10,0,437,-1.8,"281","0","1"
"293",2253,10.1452958290795,"Ibudareign","Hfj",10,"1","1",157,4.60216567696779,"1","0","1","1","1","2","1",10,0,34,1.98787434815435,"640","0","2"
"294",2252,9.87179046579287,"Ibudareign","Rvk",94,"1","0",36,4.02891675689965,"1","0","1","1","1","2","1",10,0,1,-1.8,"11","0","1"
"295",2271,9.79784922051313,"Ibudareign","Rvk",47,"1","0",57,4.70592008908823,"2","1","0","1","1","3","1",10,0,454,1.7404661748405,"170","0","2"
"296",2252,10.0807128119053,"Ibudareign","Grb",14,"1","0",84.8,4.76046307039413,"1","1","0","1","1","3","1",10,0,1,-1.8,"700","0","2"
"298",2252,9.91452639965134,"Ibudareign","Grb",14,"1","0",92,4.46820433091493,"1","1","0","1","1","2","1",10,0,632,2.02814824729229,"700","0","2"
"299",2264,10.0236233737761,"Ibudareign","Rvk",65,"1","0",36,4.2312037449393,"1","1","0","1","1","2","1",10,26.5,1,3.92592591059714,"90","0","1"
"300",2266,9.73996812270477,"Ibudareign","Kop",51,"1","0",48.1,4.51415078760092,"1","1","0","1","1","1","1",10,0,1,-1.8,"320","0","1"
"301",2265,10.023091152182,"Ibudareign","Kop",7,"1","0",308.8,4.29045944114839,"1","1","0","1","1","2","1",10,0,600,1.91692261218206,"340","0","2"
"302",2252,10.1806267436114,"Ibudareign","Hfj",66,"1","0",31.6,4.74580131572784,"2","1","0","1","1","5","1",10,22.3,559,-1.8,"680","0","1"
"303",2257,9.51044496442652,"Ibudareign","Rvk",59,"1","0",54.2,3.83297979808769,"1","1","0","1","1","1","1",10,0,1,-1.8,"100","0","2"
"304",2252,10.461616521418,"Ibudareign","Rvk",59,"1","0",60,4.8629083820668,"1","1","0","1","1","3","1",10,21.3,399,2.4423470353692,"100","0","2"
"306",2252,9.02352874990936,"Ibudareign","Rvk",53,"1","0",54.6,3.2846635654062,"1","1","0","1","0","0","1",10,0,1,-1.8,"72","0","2"
"308",2252,9.90912165115322,"Ibudareign","Kop",32,"1","0",44.4,4.47049528266149,"1","1","0","1","1","2","1",10,0,1,-1.8,"330","0","1"
"309",2252,9.71872301409103,"Ibudareign","Kop",14,"1","1",204.9,4.13836144763888,"1","1","0","1","1","1","1",10,0,661,1.90210752639692,"350","0","2"
"310",2257,10.8393063642178,"Radhus","Rvk",50,"1","0",39.4,5.20235697540213,"2","1","1","2","1","4","2",10,20.8,62,-1.8,"280","0","1"
"311",2253,9.9475044379529,"Ibudareign","Hfj",14,"1","0",109,4.62399194022868,"1","1","0","1","1","3","1",10,0,694,2.09186406167839,"630","0","2"
"312",2252,10.4414418436904,"Radhus","Rvk",31,"1","0",46,4.97327950755249,"2","0","1","1","1","2","2",10,27.7,1,-1.8,"120","0","1"
"313",2251,10.0087480631936,"Ibudareign","Rvk",69,"1","0",43.4,4.55597994179732,"1","1","0","1","1","2","1",10,0,1,-1.8,"90","0","2"
"314",2272,10.0613029376919,"Ibudareign","Rvk",16,"1","0",244.4,4.47049528266149,"1","1","0","1","1","2","1",9.6,0,1,2.02814824729229,"110","0","2"
"317",2252,10.1617665606186,"Ibudareign","Rvk",32,"1","0",79.1,4.3425058765116,"1","1","0","1","1","1","1",10,0,303,1.3609765531356,"20","0","2"
"318",2251,9.96010415295502,"Ibudareign","Rvk",24,"1","0",202.8,4.37826958579617,"1","1","0","1","1","2","1",10,0,1,1.66770682055808,"130","0","2"
"319",2270,9.44935727244668,"Ibudareign","Rvk",46,"1","0",52.3,3.92592591059714,"1","0","1","1","1","1","1",10,0,26,1.80828877117927,"161","0","2"
"320",2251,10.140573455973,"Ibudareign","Kop",22,"1","1",105.4,4.48300255201388,"1","1","1","1","1","2","1",10,27.3,44,1.75785791755237,"330","0","2"
"321",2263,10.4939927411242,"Ibudareign","Kop",7,"1","1",91,4.64918707140487,"1","0","1","1","1","2","1",10,0,600,2.16332302566054,"320","44","2"
"322",2251,10.05985007016,"Ibudareign","Kop",11,"1","1",217.1,4.63083793273667,"1","1","0","1","1","2","1",10,0,12,2.34180580614733,"351","0","2"
"323",2250,9.56317796268366,"Ibudareign","Kop",39,"1","0",64,3.99083418585244,"1","1","0","1","1","1","1",10,0,42,-1.8,"320","15","2"
"324",2250,10.1979838552956,"Ibudareign","Kop",11,"1","1",152.2,4.53044663979215,"1","1","0","1","1","2","1",10,0,1,2.18605127673809,"351","0","2"
"325",2250,11.0596924200402,"Einbylishus","Kop",12,"1","0",58.8,5.63264444682286,"2","1","2","2","1","6","2",10,44.9,223,-1.8,"350","0","1"
"326",2253,9.84522264440415,"Ibudareign","Rvk",118,"1","0",44.3,4.34380542185368,"1","0","0","0","0","2","0",10,0,1,-1.8,"20","26","2"
"327",2250,9.73305504013459,"Ibudareign","Rvk",79,"1","0",30.7,3.97217692824789,"1","0","1","1","1","1","2",10,0,1,1.64865862558738,"90","12","2"
"328",2252,10.1821793331498,"Ibudareign","Rvk",52,"1","0",62.4,4.50313746042294,"1","1","0","1","1","2","2",10,0,551,2.23001440015921,"70","0","2"
"330",2246,9.83969541944835,"Ibudareign","Grb",15,"1","0",95.2,4.46935046284556,"1","1","0","1","1","2","1",10,0,632,2.05412373369555,"700","0","2"
"332",2250,10.295934963563,"Ibudareign","Rvk",51,"1","0",54.7,4.93014804318357,"1","1","0","2","1","3","1",10,0,678,1.77495235091167,"91","0","2"
"333",2258,10.0598073067911,"Ibudareign","Rvk",25,"1","1",91.8,4.24849524204936,"1","0","1","1","1","1","1",10,0,542,1.84054963339749,"150","0","2"
"334",2250,9.80917687306489,"Ibudareign","Rvk",58,"1","1",126.6,4.4188406077966,"1","1","0","1","1","2","1",10,0,646,1.64865862558738,"100","0","2"
"335",2249,9.98732305844836,"Ibudareign","Rvk",67,"1","0",45.4,4.23410650459726,"1","1","0","1","1","2","1",10,0,267,-1.8,"70","0","2"
"336",2250,9.88776459207089,"Ibudareign","Rvk",45,"1","1",89.3,4.57882621064849,"1","1","0","1","1","3","1",10,0,553,1.68639895357023,"160","0","2"
"337",2249,9.97989288373853,"Ibudareign","Rvk",27,"1","1",132,4.24276456734037,"1","0","1","1","1","1","1",10,0,351,-1.8,"280","0","2"
"338",2250,10.0212705881925,"Ibudareign","Rvk",55,"1","0",64.2,4.69683737451392,"1","1","0","1","1","3","1",10,0,625,1.66770682055808,"90","17","2"
"339",2260,10.0620712491519,"Ibudareign","Kop",12,"1","1",152,4.48751214251986,"1","1","0","1","1","2","1",10,0,34,2.06686275947298,"351","0","2"
"340",2250,10.1566169993406,"Ibudareign","Rvk",62,"1","0",196.9,4.40549899085902,"1","1","0","1","1","2","2",10,0,342,2.72129542785223,"72","0","2"
"341",2249,9.71044877090097,"Ibudareign","Rvk",68,"1","0",47.6,3.97968165390196,"1","1","0","1","1","2","1",10,0,407,0.8754687373539,"90","13","2"
"342",2249,9.62529365795666,"Ibudareign","Rvk",40,"1","0",90.7,4.30676415017333,"1","1","0","1","1","2","1",10,0,1,1.90210752639692,"150","24","2"
"343",2249,10.7066543781346,"Radhus","Grb",16,"1","0",23.7,4.88884423704233,"2","1","1","1","1","3","1",10,24,664,-1.8,"520","0","1"
"344",2249,10.7480459497324,"Ibudareign","Kop",7,"1","1",77.7,4.94734044372394,"1","1","1","1","1","3","1",10,0,12,2.18605127673809,"320","44","2"
"345",2249,10.2711469459084,"Ibudareign","Kop",13,"1","1",205.1,4.78915702210111,"1","1","0","1","1","3","1",10,0,667,2.41591377830105,"350","0","2"
"346",2249,9.76812591460545,"Ibudareign","Rvk",53,"1","0",61.6,4.04830062372069,"1","1","1","1","1","1","1",10,0,399,1.58923520511658,"72","0","2"
"347",2250,9.78773994399181,"Ibudareign","Rvk",25,"1","0",75.3,4.37575702166029,"1","0","1","1","1","2","1",10,0,1,-1.8,"130","0","2"
"348",2251,10.3152991457032,"Ibudareign","Rvk",47,"1","0",52.6,4.88052660874924,"1","1","0","1","1","3","2",10,25.8,51,2.18605127673809,"281","0","1"
"349",2249,9.80510265061473,"Ibudareign","Rvk",35,"1","0",48,4.33204826486764,"1","1","1","1","1","1","1",10,0,39,1.98787434815435,"220","0","2"
"350",2252,9.65720330878028,"Ibudareign","Rvk",40,"1","0",67,4.16355963124357,"1","1","0","1","1","1","1",10,0,1,1.93152141160321,"200","0","2"
"351",2256,9.84506363239841,"Ibudareign","Rvk",26,"1","0",110.7,4.62399194022868,"1","0","0","0","1","3","1",10,0,568,1.68639895357023,"130","0","2"
"352",2249,9.94030152565884,"Ibudareign","Rvk",78,"1","0",27,4.35670882668959,"1","1","0","1","1","2","1",10,0,1,-1.8,"20","0","2"
"360",2253,9.12543586488574,"Ibudareign","Rvk",43,"1","0",92,3.56953269648137,"1","1","0","1","1","2","1",10,0,55,1.6094379124341,"150","24","2"
"361",2252,9.79768249363915,"Ibudareign","Rvk",31,"1","0",105.3,4.15888308335967,"1","1","0","1","1","1","1",10,0,512,-1.8,"90","0","2"
"362",2251,10.4469449221155,"ibudarhus","Rvk",112,"1","0",37.4,4.93734749832642,"3","1","0","1","1","4","1",10,20,1,-1.8,"11","0","1"
"363",2249,10.1385596747156,"Ibudareign","Rvk",54,"1","0",96,4.54965747605783,"1","1","0","1","1","2","1",10,0,381,1.94591014905531,"100","0","2"
"364",2252,9.47646678146225,"Ibudareign","Rvk",65,"1","0",55.8,3.78418963391826,"1","1","0","1","1","0","1",10,0,1,-1.8,"100","1","2"
"365",2250,9.95027571403489,"Ibudareign","Hfj",16,"1","0",98.4,4.41400968052693,"1","1","0","1","1","2","1",10,0,536,1.54756250871601,"640","0","2"
"366",2249,10.256992477269,"Ibudareign","Grb",41,"1","0",55.6,4.82911341747287,"1","1","1","1","1","4","1",10,22.6,683,-1.8,"500","0","2"
"367",2250,10.0736100018731,"Ibudareign","Kop",69,"1","0",40,4.32015123095579,"1","1","0","1","1","2","1",10,48,118,-1.8,"320","0","1"
"368",2250,10.0722171558106,"Ibudareign","Kop",47,"1","0",69,4.44265125649032,"1","1","0","1","1","2","1",10,27.9,55,-1.8,"320","0","2"
"369",2246,9.76715223257887,"Ibudareign","Rvk",45,"1","0",77.3,4.38949864951258,"1","1","1","1","1","2","1",10,29.1,1,1.80828877117927,"160","0","2"
"370",2249,10.2935344079159,"Ibudareign","Rvk",92,"1","0",39,4.37071287477361,"1","1","1","1","1","1","2",10,0,1,-1.8,"25","0","2"
"375",2250,10.0961718963656,"Ibudareign","Mos",14,"1","0",155.4,4.68675017298051,"1","0","1","1","1","3","1",10,0,678,2.02814824729229,"840","0","2"
"376",2246,9.81939917215384,"Ibudareign","Rvk",52,"1","0",70.6,4.63957161270542,"1","1","0","1","1","3","1",10,0,529,1.43508452528932,"200","0","2"
"381",2246,9.73465461392273,"Ibudareign","Rvk",39,"1","0",84.4,4.21656219494635,"1","1","0","1","1","2","1",10,0,131,-1.8,"72","0","2"
"382",2249,10.1014773849668,"Ibudareign","Mos",12,"1","1",134.7,4.50976000118343,"1","1","0","1","1","2","1",10,0,646,1.88706964903238,"810","0","2"
"383",2246,10.1645817800788,"Ibudareign","Rvk",118,"1","0",33,4.31481788498043,"2","1","0","1","1","3","2",10,0,1,-1.8,"20","0","2"
"384",2248,9.78081131466861,"Ibudareign","Rvk",40,"1","0",84.4,4.17592454921452,"1","1","0","1","1","1","1",10,0,1,-1.8,"72","0","2"
"385",2246,9.94342915962908,"Ibudareign","Rvk",42,"1","0",62.6,4.57264699428253,"1","1","1","1","1","3","1",10,0,33,2.01490302054226,"150","22","2"
"386",2249,9.70838466137744,"Ibudareign","Rvk",38,"1","0",86.1,4.31214050720972,"1","1","0","1","1","1","1",10,0,694,-1.8,"160","0","2"
"387",2246,10.1093628622838,"Ibudareign","Rvk",29,"1","0",58.9,4.6737629774537,"1","1","0","1","1","2","1",10,0,1,-1.8,"120","0","1"
"388",2249,10.0767683646779,"Ibudareign","Rvk",97,"1","0",51,4.12066187053947,"1","0","1","1","1","2","1",10,0,1,1.93152141160321,"20","0","2"
"389",2251,9.58149004966923,"Ibudareign","Rvk",110,"1","0",37,3.62167070442049,"1","0","0","1","1","2","1",10,0,1,-1.8,"20","0","2"
"395",2245,10.2057010308338,"Ibudareign","Grb",12,"1","1",689.9,4.59713801429083,"1","0","1","1","1","2","1",10,0,1,1.56861591791385,"510","0","2"
"396",2244,10.1837295158902,"Ibudareign","Hfj",14,"1","0",71.2,4.78832472908594,"1","1","1","1","1","3","1",10,0,1,-1.8,"630","0","2"
"397",2251,10.4238871987364,"Ibudareign","Rvk",14,"1","0",71,4.87443367291585,"1","0","1","1","1","3","1",9.7,0,1,1.56861591791385,"270","0","1"
"398",2245,10.2913316518869,"Ibudareign","Rvk",75,"1","0",40.7,4.53367418428302,"1","1","0","1","1","2","2",10,0,278,2.29253475714054,"25","0","2"
"399",2250,10.0969550947403,"Ibudareign","Rvk",32,"1","1",87.8,4.44734610079452,"1","0","1","1","1","2","1",10,0,595,-1.8,"90","0","2"
"400",2245,9.3719488871726,"Ibudareign","Hfj",97,"1","0",30.9,3.70130197411249,"1","0","1","1","1","1","0",10,0,1,2.37954613413017,"660","0","1"
"401",2244,10.1194050587586,"Ibudareign","Hfj",6,"1","1",102,4.45898767581001,"1","1","1","1","1","2","1",10,0,662,2.14006616349627,"640","0","2"
"402",2246,9.84580547219504,"Ibudareign","Rvk",43,"1","0",92,4.40305400186596,"1","1","0","1","1","2","1",10,0,10,1.90210752639692,"150","24","2"
"403",2245,9.92671567865533,"Ibudareign","Rvk",63,"1","0",156.3,4.31615389052317,"1","1","0","1","1","2","1",10,29.5,289,1.58923520511658,"80","0","2"
"404",2245,10.5240102753751,"Ibudareign","Sel",18,"1","0",40,4.60517018598809,"1","1","0","1","1","3","1",10,35.6,454,-1.8,"400","0","1"
"405",2245,9.77917071802875,"Ibudareign","Rvk",27,"1","1",196.8,3.93573953204546,"1","0","1","1","1","1","1",10,0,1,-1.8,"281","0","2"
"406",2244,9.8822639160845,"Ibudareign","Hfj",29,"1","1",371,4.27388447605418,"1","1","0","1","1","1","1",10,0,512,-1.8,"600","0","2"
"407",2244,9.9696497547898,"Ibudareign","Rvk",96,"1","0",36,4.0842942263686,"2","1","0","1","1","2","1",10,0,632,-1.8,"25","0","1"
